I,N, 07/15/2020:19:59:10,-136.894,-49.9341
I,N, 07/15/2020:19:59:20,-135.9644,-50.1006
I,N, 07/15/2020:19:59:30,-134.9812,-50.2666
I,N, 07/15/2020:19:59:40,-134.0383,-50.4162
I,N, 07/15/2020:19:59:50,-133.0891,-50.5575
I,N, 07/15/2020:20:00:00,-132.1344,-50.6903
I,N, 07/15/2020:20:00:11,-131.1259,-50.8205
I,N, 07/15/2020:20:00:21,-130.1604,-50.9357
I,N, 07/15/2020:20:00:31,-129.1898,-51.0421
I,N, 07/15/2020:20:00:42,-128.1662,-51.1444
I,N, 07/15/2020:20:00:52,-127.187,-51.2327
I,N, 07/15/2020:20:01:02,-126.204,-51.3122
I,N, 07/15/2020:20:01:12,-125.2178,-51.3826
I,N, 07/15/2020:20:01:22,-124.179,-51.4468
I,N, 07/15/2020:20:01:32,-123.1871,-51.4986
I,N, 07/15/2020:20:01:42,-122.1931,-51.5414
I,N, 07/15/2020:20:01:52,-121.1973,-51.575
I,N, 07/15/2020:20:02:03,-120.1502,-51.6004
I,N, 07/15/2020:20:02:13,-119.1522,-51.6151
I,N, 07/15/2020:20:02:23,-118.1537,-51.6207
I,N, 07/15/2020:20:02:33,-117.1052,-51.6166
I,N, 07/15/2020:20:02:43,-116.1071,-51.6033
I,N, 07/15/2020:20:02:53,-115.1097,-51.5808
I,N, 07/15/2020:20:03:03,-114.1135,-51.5492
I,N, 07/15/2020:20:03:14,-113.0694,-51.5061
I,N, 07/15/2020:20:03:24,-112.0771,-51.4557
I,N, 07/15/2020:20:03:34,-111.0873,-51.3962
I,N, 07/15/2020:20:03:44,-110.1003,-51.3276
I,N, 07/15/2020:20:03:55,-109.0675,-51.246
I,N, 07/15/2020:20:04:05,-108.0877,-51.159
I,N, 07/15/2020:20:04:15,-107.112,-51.0633
I,N, 07/15/2020:20:04:25,-106.1406,-50.9586
